88 :4640
114 :2424
90 :8416
94 :8216
97 :7768
11 :3268
12 :2684
13 :2320
120 :4064
1 :4488
122 :2404
2 :3928
5 :3796
6 :3292
128 :3160
9 :2460
23 :3376
24 :5040
29 :2160
31 :3808
36 :8200
38 :6824
41 :5880
42 :2536
55 :3552
56 :4864
57 :3800
63 :2480
66 :2384
67 :5316
70 :2304
71 :5076
79 :4744
100 :3056
104 :3968
1 38 41 67 94 97 :2432
1 38 41 71 94 97 :2240
1 104 38 41 94 97 :2432
1 38 67 71 94 97 :2336
1 104 38 67 94 97 :2528
1 104 38 71 94 97 :2336
1 41 56 67 94 97 :2240
1 41 56 71 94 97 :2240
1 41 67 71 94 97 :2496
1 104 41 67 94 97 :2432
1 104 41 71 94 97 :2240
1 104 67 71 94 97 :2432
2 24 36 38 94 97 :3152
2 24 36 66 94 97 :2192
2 24 36 70 94 97 :2160
2 24 38 66 94 97 :2192
2 24 38 70 94 97 :2160
2 29 36 38 94 97 :2160
2 36 38 42 94 97 :2112
2 36 38 66 94 97 :2192
2 36 38 70 94 97 :2160
128 36 38 41 94 97 :2160
128 36 38 56 94 97 :2304
128 36 38 57 94 97 :2256
128 36 38 67 94 97 :2160
128 36 38 71 94 97 :2112
128 36 41 57 94 97 :2160
128 36 56 67 94 97 :2112
128 36 56 71 94 97 :2112
128 36 67 71 94 97 :2160
128 38 41 57 94 97 :2160
23 36 38 41 94 97 :2720
23 36 38 67 94 97 :2832
23 36 38 71 94 97 :2640
104 23 36 38 94 97 :2976
23 36 41 67 94 97 :2576
23 36 41 71 94 97 :2384
104 23 36 41 94 97 :2720
23 36 56 57 94 97 :2112
104 23 36 56 94 97 :2112
104 23 36 57 94 97 :2120
23 36 67 71 94 97 :2672
104 23 36 67 94 97 :2936
104 23 36 71 94 97 :2744
23 38 41 67 94 97 :2576
23 38 41 71 94 97 :2384
104 23 38 41 94 97 :2720
23 38 67 71 94 97 :2568
104 23 38 67 94 97 :2832
104 23 38 71 94 97 :2640
23 41 67 71 94 97 :2312
104 23 41 67 94 97 :2576
104 23 41 71 94 97 :2384
104 23 56 57 94 97 :2112
104 23 67 71 94 97 :2672
24 36 38 66 94 97 :2192
24 36 38 70 94 97 :2160
100 24 36 56 94 97 :2752
31 36 41 56 94 97 :2752
31 36 41 67 94 97 :2240
31 36 41 71 94 97 :2240
31 36 56 67 94 97 :2240
31 36 56 71 94 97 :2240
31 36 67 71 94 97 :2106
31 41 56 67 94 97 :2240
31 41 56 71 94 97 :2240
36 38 41 57 94 97 :3312
36 38 41 67 94 97 :2576
36 38 41 71 94 97 :2384
104 36 38 41 94 97 :2720
36 38 56 67 94 97 :2736
36 38 56 71 94 97 :2736
104 36 38 57 94 97 :2112
36 38 67 71 94 97 :3192
36 38 67 79 94 97 :2352
104 36 38 67 94 97 :3024
36 38 71 79 94 97 :2112
104 36 38 71 94 97 :2832
36 41 56 67 94 97 :2384
36 41 56 71 94 97 :2384
36 41 67 71 94 97 :2568
104 36 41 67 94 97 :2576
104 36 41 71 94 97 :2384
104 36 56 57 94 97 :2112
36 56 67 71 94 97 :2584
36 57 67 71 94 97 :2114
104 36 57 67 94 97 :2168
104 36 57 71 94 97 :2168
36 67 71 79 94 97 :2298
104 36 67 71 94 97 :2960
38 41 67 71 94 97 :2312
104 38 41 67 94 97 :2576
104 38 41 71 94 97 :2384
38 56 67 71 94 97 :2232
104 38 67 71 94 97 :2760
104 41 67 71 94 97 :2312
120 2 24 36 38 94 :2456
1 23 36 38 41 94 :2656
1 23 36 38 67 94 :2656
1 23 36 38 71 94 :2464
1 104 23 36 38 94 :2464
1 23 36 41 67 94 :2656
1 23 36 41 71 94 :2464
1 104 23 36 41 94 :2464
1 23 36 67 71 94 :2560
1 104 23 36 67 94 :2560
1 104 23 36 71 94 :2368
1 23 38 41 67 94 :2656
1 23 38 41 71 94 :2464
1 104 23 38 41 94 :2464
1 23 38 67 71 94 :2464
1 104 23 38 67 94 :2464
1 104 23 38 71 94 :2272
1 23 41 67 71 94 :2464
1 104 23 41 67 94 :2464
1 104 23 41 71 94 :2272
1 104 23 67 71 94 :2368
1 31 36 41 56 94 :2752
1 31 36 41 67 94 :2608
1 31 36 41 71 94 :2608
1 31 36 56 67 94 :2240
1 31 36 56 71 94 :2240
1 31 36 67 71 94 :2394
1 31 41 56 67 94 :2240
1 31 41 56 71 94 :2240
1 31 41 67 71 94 :2280
1 36 38 41 67 94 :2656
1 36 38 41 71 94 :2464
1 104 36 38 41 94 :2480
1 36 38 67 71 94 :2560
1 104 36 38 67 94 :2560
1 104 36 38 71 94 :2368
1 36 41 56 67 94 :2240
1 36 41 56 71 94 :2240
1 36 41 67 71 94 :2792
1 104 36 41 67 94 :2608
1 104 36 41 71 94 :2416
1 104 36 67 71 94 :2536
1 38 41 67 71 94 :2464
1 104 38 41 67 94 :2464
1 104 38 41 71 94 :2272
1 104 38 67 71 94 :2368
1 104 41 67 71 94 :2344
2 24 36 38 66 94 :2216
2 24 36 38 70 94 :2160
128 36 38 41 57 94 :2168
23 36 38 41 57 94 :2120
23 36 38 41 67 94 :2872
23 36 38 41 71 94 :2680
104 23 36 38 41 94 :2824
104 23 36 38 57 94 :2120
23 36 38 67 71 94 :2864
104 23 36 38 67 94 :2936
104 23 36 38 71 94 :2744
104 23 36 41 57 94 :2120
23 36 41 67 71 94 :2608
104 23 36 41 67 94 :2680
104 23 36 41 71 94 :2488
104 23 36 56 57 94 :2112
104 23 36 67 71 94 :2776
104 23 38 41 57 94 :2120
23 38 41 67 71 94 :2608
104 23 38 41 67 94 :2680
104 23 38 41 71 94 :2488
104 23 38 67 71 94 :2672
104 23 41 67 71 94 :2416
31 36 38 67 71 94 :2120
31 36 41 56 67 94 :2240
31 36 41 56 71 94 :2240
31 36 41 67 71 94 :2352
104 36 38 41 57 94 :2136
36 38 41 67 71 94 :2608
104 36 38 41 67 94 :2680
104 36 38 41 71 94 :2488
36 38 56 67 71 94 :2232
104 36 38 67 71 94 :2864
104 36 41 67 71 94 :2488
104 36 57 67 71 94 :2200
104 38 41 67 71 94 :2416
120 2 24 36 38 97 :2456
1 23 36 38 41 97 :2432
1 23 36 38 67 97 :2432
1 23 36 38 71 97 :2240
1 104 23 36 38 97 :2432
1 23 36 41 67 97 :2432
1 23 36 41 71 97 :2240
1 104 23 36 41 97 :2432
1 23 36 67 71 97 :2336
1 104 23 36 67 97 :2528
1 104 23 36 71 97 :2336
1 23 38 41 67 97 :2432
1 23 38 41 71 97 :2240
1 104 23 38 41 97 :2432
1 23 38 67 71 97 :2240
1 104 23 38 67 97 :2432
1 104 23 38 71 97 :2240
1 23 41 67 71 97 :2240
1 104 23 41 67 97 :2432
1 104 23 41 71 97 :2240
1 104 23 67 71 97 :2336
1 31 36 41 56 97 :2752
1 31 36 41 67 97 :2240
1 31 36 41 71 97 :2240
1 31 36 56 67 97 :2240
1 31 36 56 71 97 :2240
1 31 41 56 67 97 :2240
1 31 41 56 71 97 :2240
1 31 41 67 71 97 :2176
1 36 38 41 67 97 :2432
1 36 38 41 71 97 :2240
1 104 36 38 41 97 :2432
1 36 38 67 71 97 :2336
1 104 36 38 67 97 :2528
1 104 36 38 71 97 :2336
1 36 41 56 67 97 :2240
1 36 41 56 71 97 :2240
1 36 41 67 71 97 :2496
1 104 36 41 67 97 :2432
1 104 36 41 71 97 :2240
1 104 36 67 71 97 :2432
1 38 41 67 71 97 :2432
1 104 38 41 67 97 :2624
1 104 38 41 71 97 :2432
1 104 38 67 71 97 :2528
1 104 41 67 71 97 :2432
2 24 36 38 66 97 :2192
2 24 36 38 70 97 :2160
128 36 38 41 57 97 :2160
23 36 38 41 67 97 :2576
23 36 38 41 71 97 :2384
104 23 36 38 41 97 :2720
23 36 38 67 71 97 :2568
104 23 36 38 67 97 :2832
104 23 36 38 71 97 :2640
23 36 41 67 71 97 :2312
104 23 36 41 67 97 :2576
104 23 36 41 71 97 :2384
104 23 36 56 57 97 :2112
104 23 36 67 71 97 :2672
23 38 41 67 71 97 :2312
104 23 38 41 67 97 :2576
104 23 38 41 71 97 :2384
104 23 38 67 71 97 :2568
104 23 41 67 71 97 :2312
31 36 41 56 67 97 :2240
31 36 41 56 71 97 :2240
36 38 41 67 71 97 :2312
104 36 38 41 67 97 :2576
104 36 38 41 71 97 :2384
36 38 56 67 71 97 :2232
104 36 38 67 71 97 :2760
104 36 41 67 71 97 :2312
104 38 41 67 71 97 :2504
1 23 36 38 41 67 :2656
1 23 36 38 41 71 :2464
1 104 23 36 38 41 :2464
1 23 36 38 67 71 :2464
1 104 23 36 38 67 :2464
1 104 23 36 38 71 :2272
1 23 36 41 67 71 :2464
1 104 23 36 41 67 :2464
1 104 23 36 41 71 :2272
1 104 23 36 67 71 :2368
1 23 38 41 67 71 :2464
1 104 23 38 41 67 :2464
1 104 23 38 41 71 :2272
1 104 23 38 67 71 :2272
1 104 23 41 67 71 :2272
1 31 36 41 56 67 :2240
1 31 36 41 56 71 :2240
1 31 36 41 67 71 :2280
1 31 38 41 67 71 :2144
1 36 38 41 67 71 :2464
1 104 36 38 41 67 :2464
1 104 36 38 41 71 :2272
1 104 36 38 67 71 :2368
1 104 36 41 67 71 :2344
1 104 38 41 67 71 :2464
104 23 36 38 41 57 :2120
23 36 38 41 67 71 :2608
104 23 36 38 41 67 :2680
104 23 36 38 41 71 :2488
104 23 36 38 67 71 :2672
104 23 36 41 67 71 :2416
104 23 38 41 67 71 :2416
104 36 38 41 67 71 :2416
1 36 41 88 90 94 97 :2304
1 36 79 88 90 94 97 :2160
36 38 67 88 90 94 97 :2352
36 38 71 88 90 94 97 :2112
36 38 79 88 90 94 97 :2112
36 41 79 88 90 94 97 :2208
36 67 71 88 90 94 97 :2280
36 67 79 88 90 94 97 :2464
36 71 79 88 90 94 97 :2224
1 36 41 79 88 90 94 :2288
120 2 24 36 90 94 97 :2504
120 2 24 38 90 94 97 :2456
120 2 36 38 90 94 97 :2728
120 24 36 38 90 94 97 :2528
120 36 38 56 90 94 97 :2736
1 23 36 38 90 94 97 :2432
1 23 36 41 90 94 97 :2432
1 23 36 67 90 94 97 :2528
1 23 36 71 90 94 97 :2336
1 104 23 36 90 94 97 :2528
1 23 38 41 90 94 97 :2432
1 23 38 67 90 94 97 :2432
1 23 38 71 90 94 97 :2240
1 104 23 38 90 94 97 :2432
1 23 41 67 90 94 97 :2432
1 23 41 71 90 94 97 :2240
1 104 23 41 90 94 97 :2432
1 23 67 71 90 94 97 :2336
1 104 23 67 90 94 97 :2528
1 104 23 71 90 94 97 :2336
1 31 36 41 90 94 97 :2752
1 31 36 56 90 94 97 :2752
1 31 36 67 90 94 97 :2420
1 31 36 71 90 94 97 :2372
1 31 41 56 90 94 97 :2752
1 31 41 67 90 94 97 :2240
1 31 41 71 90 94 97 :2240
1 31 56 67 90 94 97 :2240
1 31 56 71 90 94 97 :2240
1 36 38 41 90 94 97 :2432
1 36 38 67 90 94 97 :2576
1 36 38 71 90 94 97 :2336
1 104 36 38 90 94 97 :2528
1 36 41 56 90 94 97 :2752
1 36 41 67 90 94 97 :2944
1 36 41 71 90 94 97 :2752
1 36 41 79 90 94 97 :2304
1 104 36 41 90 94 97 :2432
1 36 56 67 90 94 97 :2336
1 36 56 71 90 94 97 :2336
1 36 67 71 90 94 97 :2706
1 104 36 67 90 94 97 :2624
1 104 36 71 90 94 97 :2432
1 38 41 67 90 94 97 :2432
1 38 41 71 90 94 97 :2240
1 104 38 41 90 94 97 :2432
1 38 67 71 90 94 97 :2336
1 104 38 67 90 94 97 :2528
1 104 38 71 90 94 97 :2336
1 41 56 67 90 94 97 :2240
1 41 56 71 90 94 97 :2240
1 41 67 71 90 94 97 :2496
1 104 41 67 90 94 97 :2432
1 104 41 71 90 94 97 :2240
1 104 67 71 90 94 97 :2432
2 24 36 38 90 94 97 :3152
2 24 36 66 90 94 97 :2192
2 24 36 70 90 94 97 :2160
2 24 38 66 90 94 97 :2192
2 24 38 70 90 94 97 :2160
2 29 36 38 90 94 97 :2160
2 36 38 42 90 94 97 :2112
2 36 38 66 90 94 97 :2192
2 36 38 70 90 94 97 :2160
128 36 38 41 90 94 97 :2160
128 36 38 56 90 94 97 :2304
128 36 38 57 90 94 97 :2256
128 36 38 67 90 94 97 :2160
128 36 38 71 90 94 97 :2112
128 36 41 57 90 94 97 :2160
128 36 56 67 90 94 97 :2112
128 36 56 71 90 94 97 :2112
128 36 67 71 90 94 97 :2160
128 38 41 57 90 94 97 :2160
23 36 38 41 90 94 97 :2720
23 36 38 67 90 94 97 :2832
23 36 38 71 90 94 97 :2640
104 23 36 38 90 94 97 :2976
23 36 41 67 90 94 97 :2576
23 36 41 71 90 94 97 :2384
104 23 36 41 90 94 97 :2720
23 36 56 57 90 94 97 :2112
104 23 36 56 90 94 97 :2112
104 23 36 57 90 94 97 :2120
23 36 67 71 90 94 97 :2672
104 23 36 67 90 94 97 :2936
104 23 36 71 90 94 97 :2744
23 38 41 67 90 94 97 :2576
23 38 41 71 90 94 97 :2384
104 23 38 41 90 94 97 :2720
23 38 67 71 90 94 97 :2568
104 23 38 67 90 94 97 :2832
104 23 38 71 90 94 97 :2640
23 41 67 71 90 94 97 :2312
104 23 41 67 90 94 97 :2576
104 23 41 71 90 94 97 :2384
104 23 56 57 90 94 97 :2112
104 23 67 71 90 94 97 :2672
24 36 38 66 90 94 97 :2192
24 36 38 70 90 94 97 :2160
100 24 36 56 90 94 97 :2752
31 36 41 56 90 94 97 :2752
31 36 41 67 90 94 97 :2240
31 36 41 71 90 94 97 :2240
31 36 56 67 90 94 97 :2240
31 36 56 71 90 94 97 :2240
31 36 67 71 90 94 97 :2106
31 41 56 67 90 94 97 :2240
31 41 56 71 90 94 97 :2240
36 38 41 57 90 94 97 :3312
36 38 41 67 90 94 97 :2576
36 38 41 71 90 94 97 :2384
104 36 38 41 90 94 97 :2720
36 38 56 67 90 94 97 :2736
36 38 56 71 90 94 97 :2736
104 36 38 57 90 94 97 :2112
36 38 67 71 90 94 97 :3192
36 38 67 79 90 94 97 :2352
104 36 38 67 90 94 97 :3024
36 38 71 79 90 94 97 :2112
104 36 38 71 90 94 97 :2832
36 41 56 67 90 94 97 :2384
36 41 56 71 90 94 97 :2384
36 41 67 71 90 94 97 :2568
104 36 41 67 90 94 97 :2576
104 36 41 71 90 94 97 :2384
104 36 56 57 90 94 97 :2112
36 56 67 71 90 94 97 :2584
36 57 67 71 90 94 97 :2114
104 36 57 67 90 94 97 :2168
104 36 57 71 90 94 97 :2168
36 67 71 79 90 94 97 :2298
104 36 67 71 90 94 97 :2960
38 41 67 71 90 94 97 :2312
104 38 41 67 90 94 97 :2576
104 38 41 71 90 94 97 :2384
38 56 67 71 90 94 97 :2232
104 38 67 71 90 94 97 :2760
104 41 67 71 90 94 97 :2312
120 2 24 36 38 90 94 :2456
1 23 36 38 41 90 94 :2656
1 23 36 38 67 90 94 :2656
1 23 36 38 71 90 94 :2464
1 104 23 36 38 90 94 :2464
1 23 36 41 67 90 94 :2656
1 23 36 41 71 90 94 :2464
1 104 23 36 41 90 94 :2464
1 23 36 67 71 90 94 :2560
1 104 23 36 67 90 94 :2560
1 104 23 36 71 90 94 :2368
1 23 38 41 67 90 94 :2656
1 23 38 41 71 90 94 :2464
1 104 23 38 41 90 94 :2464
1 23 38 67 71 90 94 :2464
1 104 23 38 67 90 94 :2464
1 104 23 38 71 90 94 :2272
1 23 41 67 71 90 94 :2464
1 104 23 41 67 90 94 :2464
1 104 23 41 71 90 94 :2272
1 104 23 67 71 90 94 :2368
1 31 36 41 56 90 94 :2752
1 31 36 41 67 90 94 :2608
1 31 36 41 71 90 94 :2608
1 31 36 56 67 90 94 :2240
1 31 36 56 71 90 94 :2240
1 31 36 67 71 90 94 :2394
1 31 41 56 67 90 94 :2240
1 31 41 56 71 90 94 :2240
1 31 41 67 71 90 94 :2280
1 36 38 41 67 90 94 :2656
1 36 38 41 71 90 94 :2464
1 104 36 38 41 90 94 :2480
1 36 38 67 71 90 94 :2560
1 104 36 38 67 90 94 :2560
1 104 36 38 71 90 94 :2368
1 36 41 56 67 90 94 :2240
1 36 41 56 71 90 94 :2240
1 36 41 67 71 90 94 :2792
1 104 36 41 67 90 94 :2608
1 104 36 41 71 90 94 :2416
1 104 36 67 71 90 94 :2536
1 38 41 67 71 90 94 :2464
1 104 38 41 67 90 94 :2464
1 104 38 41 71 90 94 :2272
1 104 38 67 71 90 94 :2368
1 104 41 67 71 90 94 :2344
2 24 36 38 66 90 94 :2216
2 24 36 38 70 90 94 :2160
128 36 38 41 57 90 94 :2168
23 36 38 41 57 90 94 :2120
23 36 38 41 67 90 94 :2872
23 36 38 41 71 90 94 :2680
104 23 36 38 41 90 94 :2824
104 23 36 38 57 90 94 :2120
23 36 38 67 71 90 94 :2864
104 23 36 38 67 90 94 :2936
104 23 36 38 71 90 94 :2744
104 23 36 41 57 90 94 :2120
23 36 41 67 71 90 94 :2608
104 23 36 41 67 90 94 :2680
104 23 36 41 71 90 94 :2488
104 23 36 56 57 90 94 :2112
104 23 36 67 71 90 94 :2776
104 23 38 41 57 90 94 :2120
23 38 41 67 71 90 94 :2608
104 23 38 41 67 90 94 :2680
104 23 38 41 71 90 94 :2488
104 23 38 67 71 90 94 :2672
104 23 41 67 71 90 94 :2416
31 36 38 67 71 90 94 :2120
31 36 41 56 67 90 94 :2240
31 36 41 56 71 90 94 :2240
31 36 41 67 71 90 94 :2352
104 36 38 41 57 90 94 :2136
36 38 41 67 71 90 94 :2608
104 36 38 41 67 90 94 :2680
104 36 38 41 71 90 94 :2488
36 38 56 67 71 90 94 :2232
104 36 38 67 71 90 94 :2864
104 36 41 67 71 90 94 :2488
104 36 57 67 71 90 94 :2200
104 38 41 67 71 90 94 :2416
120 2 24 36 38 90 97 :2456
1 23 36 38 41 90 97 :2432
1 23 36 38 67 90 97 :2432
1 23 36 38 71 90 97 :2240
1 104 23 36 38 90 97 :2432
1 23 36 41 67 90 97 :2432
1 23 36 41 71 90 97 :2240
1 104 23 36 41 90 97 :2432
1 23 36 67 71 90 97 :2336
1 104 23 36 67 90 97 :2528
1 104 23 36 71 90 97 :2336
1 23 38 41 67 90 97 :2432
1 23 38 41 71 90 97 :2240
1 104 23 38 41 90 97 :2432
1 23 38 67 71 90 97 :2240
1 104 23 38 67 90 97 :2432
1 104 23 38 71 90 97 :2240
1 23 41 67 71 90 97 :2240
1 104 23 41 67 90 97 :2432
1 104 23 41 71 90 97 :2240
1 104 23 67 71 90 97 :2336
1 31 36 41 56 90 97 :2752
1 31 36 41 67 90 97 :2240
1 31 36 41 71 90 97 :2240
1 31 36 56 67 90 97 :2240
1 31 36 56 71 90 97 :2240
1 31 41 56 67 90 97 :2240
1 31 41 56 71 90 97 :2240
1 31 41 67 71 90 97 :2176
1 36 38 41 67 90 97 :2432
1 36 38 41 71 90 97 :2240
1 104 36 38 41 90 97 :2432
1 36 38 67 71 90 97 :2336
1 104 36 38 67 90 97 :2528
1 104 36 38 71 90 97 :2336
1 36 41 56 67 90 97 :2240
1 36 41 56 71 90 97 :2240
1 36 41 67 71 90 97 :2496
1 104 36 41 67 90 97 :2432
1 104 36 41 71 90 97 :2240
1 104 36 67 71 90 97 :2432
1 38 41 67 71 90 97 :2432
1 104 38 41 67 90 97 :2624
1 104 38 41 71 90 97 :2432
1 104 38 67 71 90 97 :2528
1 104 41 67 71 90 97 :2432
2 24 36 38 66 90 97 :2192
2 24 36 38 70 90 97 :2160
128 36 38 41 57 90 97 :2160
23 36 38 41 67 90 97 :2576
23 36 38 41 71 90 97 :2384
104 23 36 38 41 90 97 :2720
23 36 38 67 71 90 97 :2568
104 23 36 38 67 90 97 :2832
104 23 36 38 71 90 97 :2640
23 36 41 67 71 90 97 :2312
104 23 36 41 67 90 97 :2576
104 23 36 41 71 90 97 :2384
104 23 36 56 57 90 97 :2112
104 23 36 67 71 90 97 :2672
23 38 41 67 71 90 97 :2312
104 23 38 41 67 90 97 :2576
104 23 38 41 71 90 97 :2384
104 23 38 67 71 90 97 :2568
104 23 41 67 71 90 97 :2312
31 36 41 56 67 90 97 :2240
31 36 41 56 71 90 97 :2240
36 38 41 67 71 90 97 :2312
104 36 38 41 67 90 97 :2576
104 36 38 41 71 90 97 :2384
36 38 56 67 71 90 97 :2232
104 36 38 67 71 90 97 :2760
104 36 41 67 71 90 97 :2312
104 38 41 67 71 90 97 :2504
1 23 36 38 41 67 90 :2656
1 23 36 38 41 71 90 :2464
1 104 23 36 38 41 90 :2464
1 23 36 38 67 71 90 :2464
1 104 23 36 38 67 90 :2464
1 104 23 36 38 71 90 :2272
1 23 36 41 67 71 90 :2464
1 104 23 36 41 67 90 :2464
1 104 23 36 41 71 90 :2272
1 104 23 36 67 71 90 :2368
1 23 38 41 67 71 90 :2464
1 104 23 38 41 67 90 :2464
1 104 23 38 41 71 90 :2272
1 104 23 38 67 71 90 :2272
1 104 23 41 67 71 90 :2272
1 31 36 41 56 67 90 :2240
1 31 36 41 56 71 90 :2240
1 31 36 41 67 71 90 :2280
1 31 38 41 67 71 90 :2144
1 36 38 41 67 71 90 :2464
1 104 36 38 41 67 90 :2464
1 104 36 38 41 71 90 :2272
1 104 36 38 67 71 90 :2368
1 104 36 41 67 71 90 :2344
1 104 38 41 67 71 90 :2464
104 23 36 38 41 57 90 :2120
23 36 38 41 67 71 90 :2608
104 23 36 38 41 67 90 :2680
104 23 36 38 41 71 90 :2488
104 23 36 38 67 71 90 :2672
104 23 36 41 67 71 90 :2416
104 23 38 41 67 71 90 :2416
104 36 38 41 67 71 90 :2416
120 2 24 36 38 94 97 :2456
1 23 36 38 41 94 97 :2432
1 23 36 38 67 94 97 :2432
1 23 36 38 71 94 97 :2240
1 104 23 36 38 94 97 :2432
1 23 36 41 67 94 97 :2432
1 23 36 41 71 94 97 :2240
1 104 23 36 41 94 97 :2432
1 23 36 67 71 94 97 :2336
1 104 23 36 67 94 97 :2528
1 104 23 36 71 94 97 :2336
1 23 38 41 67 94 97 :2432
1 23 38 41 71 94 97 :2240
1 104 23 38 41 94 97 :2432
1 23 38 67 71 94 97 :2240
1 104 23 38 67 94 97 :2432
1 104 23 38 71 94 97 :2240
1 23 41 67 71 94 97 :2240
1 104 23 41 67 94 97 :2432
1 104 23 41 71 94 97 :2240
1 104 23 67 71 94 97 :2336
1 31 36 41 56 94 97 :2752
1 31 36 41 67 94 97 :2240
1 31 36 41 71 94 97 :2240
1 31 36 56 67 94 97 :2240
1 31 36 56 71 94 97 :2240
1 31 41 56 67 94 97 :2240
1 31 41 56 71 94 97 :2240
1 36 38 41 67 94 97 :2432
1 36 38 41 71 94 97 :2240
1 104 36 38 41 94 97 :2432
1 36 38 67 71 94 97 :2336
1 104 36 38 67 94 97 :2528
1 104 36 38 71 94 97 :2336
1 36 41 56 67 94 97 :2240
1 36 41 56 71 94 97 :2240
1 36 41 67 71 94 97 :2496
1 104 36 41 67 94 97 :2432
1 104 36 41 71 94 97 :2240
1 104 36 67 71 94 97 :2432
1 38 41 67 71 94 97 :2240
1 104 38 41 67 94 97 :2432
1 104 38 41 71 94 97 :2240
1 104 38 67 71 94 97 :2336
1 104 41 67 71 94 97 :2240
2 24 36 38 66 94 97 :2192
2 24 36 38 70 94 97 :2160
128 36 38 41 57 94 97 :2160
23 36 38 41 67 94 97 :2576
23 36 38 41 71 94 97 :2384
104 23 36 38 41 94 97 :2720
23 36 38 67 71 94 97 :2568
104 23 36 38 67 94 97 :2832
104 23 36 38 71 94 97 :2640
23 36 41 67 71 94 97 :2312
104 23 36 41 67 94 97 :2576
104 23 36 41 71 94 97 :2384
104 23 36 56 57 94 97 :2112
104 23 36 67 71 94 97 :2672
23 38 41 67 71 94 97 :2312
104 23 38 41 67 94 97 :2576
104 23 38 41 71 94 97 :2384
104 23 38 67 71 94 97 :2568
104 23 41 67 71 94 97 :2312
31 36 41 56 67 94 97 :2240
31 36 41 56 71 94 97 :2240
36 38 41 67 71 94 97 :2312
104 36 38 41 67 94 97 :2576
104 36 38 41 71 94 97 :2384
36 38 56 67 71 94 97 :2232
104 36 38 67 71 94 97 :2760
104 36 41 67 71 94 97 :2312
104 38 41 67 71 94 97 :2312
1 23 36 38 41 67 94 :2656
1 23 36 38 41 71 94 :2464
1 104 23 36 38 41 94 :2464
1 23 36 38 67 71 94 :2464
1 104 23 36 38 67 94 :2464
1 104 23 36 38 71 94 :2272
1 23 36 41 67 71 94 :2464
1 104 23 36 41 67 94 :2464
1 104 23 36 41 71 94 :2272
1 104 23 36 67 71 94 :2368
1 23 38 41 67 71 94 :2464
1 104 23 38 41 67 94 :2464
1 104 23 38 41 71 94 :2272
1 104 23 38 67 71 94 :2272
1 104 23 41 67 71 94 :2272
1 31 36 41 56 67 94 :2240
1 31 36 41 56 71 94 :2240
1 31 36 41 67 71 94 :2280
1 36 38 41 67 71 94 :2464
1 104 36 38 41 67 94 :2464
1 104 36 38 41 71 94 :2272
1 104 36 38 67 71 94 :2368
1 104 36 41 67 71 94 :2344
1 104 38 41 67 71 94 :2272
104 23 36 38 41 57 94 :2120
23 36 38 41 67 71 94 :2608
104 23 36 38 41 67 94 :2680
104 23 36 38 41 71 94 :2488
104 23 36 38 67 71 94 :2672
104 23 36 41 67 71 94 :2416
104 23 38 41 67 71 94 :2416
104 36 38 41 67 71 94 :2416
1 23 36 38 41 67 97 :2432
1 23 36 38 41 71 97 :2240
1 104 23 36 38 41 97 :2432
1 23 36 38 67 71 97 :2240
1 104 23 36 38 67 97 :2432
1 104 23 36 38 71 97 :2240
1 23 36 41 67 71 97 :2240
1 104 23 36 41 67 97 :2432
1 104 23 36 41 71 97 :2240
1 104 23 36 67 71 97 :2336
1 23 38 41 67 71 97 :2240
1 104 23 38 41 67 97 :2432
1 104 23 38 41 71 97 :2240
1 104 23 38 67 71 97 :2240
1 104 23 41 67 71 97 :2240
1 31 36 41 56 67 97 :2240
1 31 36 41 56 71 97 :2240
1 36 38 41 67 71 97 :2240
1 104 36 38 41 67 97 :2432
1 104 36 38 41 71 97 :2240
1 104 36 38 67 71 97 :2336
1 104 36 41 67 71 97 :2240
1 104 38 41 67 71 97 :2432
23 36 38 41 67 71 97 :2312
104 23 36 38 41 67 97 :2576
104 23 36 38 41 71 97 :2384
104 23 36 38 67 71 97 :2568
104 23 36 41 67 71 97 :2312
104 23 38 41 67 71 97 :2312
104 36 38 41 67 71 97 :2312
1 23 36 38 41 67 71 :2464
1 104 23 36 38 41 67 :2464
1 104 23 36 38 41 71 :2272
1 104 23 36 38 67 71 :2272
1 104 23 36 41 67 71 :2272
1 104 23 38 41 67 71 :2272
1 104 36 38 41 67 71 :2272
104 23 36 38 41 67 71 :2416
120 2 24 36 38 90 94 97 :2456
1 23 36 38 41 90 94 97 :2432
1 23 36 38 67 90 94 97 :2432
1 23 36 38 71 90 94 97 :2240
1 104 23 36 38 90 94 97 :2432
1 23 36 41 67 90 94 97 :2432
1 23 36 41 71 90 94 97 :2240
1 104 23 36 41 90 94 97 :2432
1 23 36 67 71 90 94 97 :2336
1 104 23 36 67 90 94 97 :2528
1 104 23 36 71 90 94 97 :2336
1 23 38 41 67 90 94 97 :2432
1 23 38 41 71 90 94 97 :2240
1 104 23 38 41 90 94 97 :2432
1 23 38 67 71 90 94 97 :2240
1 104 23 38 67 90 94 97 :2432
1 104 23 38 71 90 94 97 :2240
1 23 41 67 71 90 94 97 :2240
1 104 23 41 67 90 94 97 :2432
1 104 23 41 71 90 94 97 :2240
1 104 23 67 71 90 94 97 :2336
1 31 36 41 56 90 94 97 :2752
1 31 36 41 67 90 94 97 :2240
1 31 36 41 71 90 94 97 :2240
1 31 36 56 67 90 94 97 :2240
1 31 36 56 71 90 94 97 :2240
